Tanggal,Waktu,Temperature,Humidity,MQ-6 (ppm),ADC,Label,Relabel
26/04/2026,18:42:28,31.7,76.4,0.46,120,0,0
26/04/2026,18:44:30,31.7,76.4,0.46,120,0,0
26/04/2026,18:46:28,31.69,76.33,0.38,110,0,0
26/04/2026,18:48:28,31.68,76.41,0.4,113,0,0
26/04/2026,18:50:28,31.67,76.42,0.39,111,0,0
26/04/2026,18:52:29,31.66,76.44,0.34,105,0,0
26/04/2026,18:54:29,31.65,76.45,0.42,115,0,0
26/04/2026,18:56:29,31.64,76.43,0.43,116,0,0
26/04/2026,18:58:30,31.63,76.46,0.4,113,0,0
26/04/2026,19:00:30,31.63,76.48,0.4,113,0,0
26/04/2026,19:04:30,31.61,76.43,0.37,109,0,0
26/04/2026,19:06:30,31.6,76.43,0.4,113,0,0
26/04/2026,19:08:30,31.6,76.37,0.39,111,0,0
26/04/2026,19:10:31,31.59,76.44,0.43,116,0,0
26/04/2026,19:12:31,31.59,76.46,0.43,116,0,0
26/04/2026,19:14:31,31.59,76.47,0.4,113,0,0
26/04/2026,19:16:32,31.59,76.5,0.35,106,0,0
26/04/2026,19:18:32,31.58,76.58,0.4,113,0,0
26/04/2026,19:20:33,31.57,76.56,0.36,107,0,0
26/04/2026,19:22:33,31.56,76.58,0.37,109,0,0
26/04/2026,19:24:33,31.55,76.62,0.35,106,0,0
26/04/2026,19:28:36,31.54,76.71,0.36,107,0,0
26/04/2026,19:30:34,31.53,76.65,0.39,111,0,0
26/04/2026,19:32:35,31.53,76.7,0.34,105,0,0
26/04/2026,19:34:35,31.52,76.83,0.4,113,0,0
26/04/2026,19:36:35,31.51,76.77,0.35,106,0,0
26/04/2026,19:38:36,31.51,76.81,0.37,109,0,0
26/04/2026,19:40:36,31.51,76.84,0.37,109,0,0
26/04/2026,19:42:38,31.5,76.86,0.34,105,0,0
26/04/2026,19:44:36,31.49,76.9,0.36,107,0,0
26/04/2026,19:46:37,31.49,76.94,0.3,99,0,0
26/04/2026,19:48:37,31.48,76.94,0.32,102,0,0
26/04/2026,19:50:38,31.47,76.97,0.38,110,0,0
26/04/2026,19:52:38,31.46,76.92,0.4,113,0,0
26/04/2026,19:54:38,31.46,76.98,0.38,110,0,0
26/04/2026,19:56:38,31.45,77.02,0.41,114,0,0
26/04/2026,19:58:39,31.44,77.04,0.37,109,0,0
26/04/2026,20:00:38,31.44,77.1,0.39,111,0,0
26/04/2026,20:02:40,31.43,77.1,0.36,107,0,0
26/04/2026,20:04:40,31.43,77.14,0.34,105,0,0
26/04/2026,20:06:39,31.43,77.1,0.38,110,0,0
26/04/2026,20:08:39,31.43,77.12,0.47,121,0,0
26/04/2026,20:10:39,31.42,77.17,0.38,110,0,0
26/04/2026,20:12:40,31.42,77.19,0.4,113,0,0
26/04/2026,20:14:40,31.42,77.18,0.43,116,0,0
26/04/2026,20:16:41,31.42,77.19,0.34,105,0,0
26/04/2026,20:18:40,31.42,77.19,0.39,111,0,0
26/04/2026,20:20:41,31.42,77.26,0.4,113,0,0
26/04/2026,20:22:42,31.42,77.23,0.36,107,0,0
26/04/2026,20:24:42,31.41,77.21,0.4,113,0,0
26/04/2026,20:26:42,31.41,77.27,0.3,99,0,0
26/04/2026,20:28:51,31.41,77.28,0.33,103,0,0
26/04/2026,20:30:43,31.4,77.27,0.37,109,0,0
26/04/2026,20:32:44,31.4,77.37,0.32,102,0,0
26/04/2026,20:34:53,31.39,77.35,0.25,91,0,0
26/04/2026,20:36:44,31.39,77.41,0.36,107,0,0
26/04/2026,20:38:43,31.38,77.36,0.36,107,0,0
26/04/2026,20:40:44,31.37,77.39,0.32,102,0,0
26/04/2026,20:42:45,31.36,77.51,0.32,102,0,0
26/04/2026,20:44:44,31.35,77.5,0.32,102,0,0
26/04/2026,20:46:44,31.35,77.5,0.32,102,0,0
26/04/2026,20:48:46,31.34,77.55,0.3,99,0,0
26/04/2026,20:50:46,31.33,77.6,0.34,105,0,0
26/04/2026,20:52:47,31.32,77.59,0.29,97,0,0
26/04/2026,20:54:46,31.31,77.59,0.37,109,0,0
26/04/2026,20:57:01,31.3,77.62,0.28,96,0,0
26/04/2026,21:00:47,31.29,77.66,0.36,107,0,0
26/04/2026,21:02:50,31.29,77.68,0.41,114,0,0
26/04/2026,21:04:47,31.28,77.68,0.37,109,0,0
26/04/2026,21:06:49,31.27,77.65,0.4,113,0,0
26/04/2026,21:08:47,31.27,77.68,0.35,106,0,0
26/04/2026,21:10:48,31.27,77.72,0.4,113,0,0
26/04/2026,21:12:48,31.26,77.77,0.34,105,0,0
26/04/2026,21:14:51,31.26,77.77,0.37,109,0,0
26/04/2026,21:16:47,31.25,77.73,0.33,103,0,0
26/04/2026,21:18:48,31.25,77.8,0.35,106,0,0
26/04/2026,21:20:49,31.24,77.76,0.37,109,0,0
26/04/2026,21:22:49,31.24,77.81,0.37,109,0,0
26/04/2026,21:24:49,31.24,77.78,0.38,110,0,0
26/04/2026,21:26:50,31.23,77.86,0.43,116,0,0
26/04/2026,21:28:50,31.23,77.89,0.39,111,0,0
26/04/2026,21:30:51,31.22,77.88,0.4,113,0,0
26/04/2026,21:32:50,31.22,77.94,0.46,120,0,0
26/04/2026,21:34:50,31.21,77.9,0.43,116,0,0
26/04/2026,21:36:50,31.21,77.93,0.51,126,0,0
26/04/2026,21:38:55,31.2,78.06,0.43,116,0,0
26/04/2026,21:40:53,31.19,77.95,0.43,116,0,0
26/04/2026,21:42:51,31.18,78.03,0.44,118,0,0
26/04/2026,21:46:59,31.17,78.11,0.43,116,0,0
26/04/2026,21:48:53,31.17,78.14,0.3,99,0,0
26/04/2026,21:50:55,31.16,78.15,0.41,114,0,0
26/04/2026,21:52:53,31.15,78.12,0.44,118,0,0
26/04/2026,21:54:53,31.15,78.16,0.4,113,0,0
26/04/2026,21:56:54,31.14,78.27,0.36,107,0,0
26/04/2026,21:58:53,31.14,78.22,0.43,116,0,0
26/04/2026,22:00:54,31.13,78.28,0.49,124,0,0
26/04/2026,22:02:54,31.12,78.31,0.46,120,0,0
26/04/2026,22:04:55,31.12,78.32,0.43,116,0,0
26/04/2026,22:06:54,31.11,78.35,0.46,120,0,0
26/04/2026,22:08:54,31.1,78.46,0.43,116,0,0
26/04/2026,22:10:55,31.09,78.4,0.48,122,0,0
26/04/2026,22:12:55,31.09,78.42,0.4,113,0,0
26/04/2026,22:14:56,31.08,78.42,0.4,113,0,0
26/04/2026,22:16:55,31.07,78.41,0.48,122,0,0
26/04/2026,22:18:55,31.07,78.53,0.49,124,0,0
26/04/2026,22:20:56,31.06,78.59,0.47,121,0,0
26/04/2026,22:22:56,31.05,78.61,0.41,114,0,0
26/04/2026,22:24:56,31.04,78.63,0.37,109,0,0
26/04/2026,22:26:56,31.03,78.66,0.4,113,0,0
26/04/2026,22:29:00,31.02,78.68,0.37,109,0,0
26/04/2026,22:30:57,31.01,78.73,0.37,109,0,0
26/04/2026,22:32:57,31.01,78.75,0.4,113,0,0
26/04/2026,22:34:57,31.0,78.77,0.43,116,0,0
26/04/2026,22:36:58,30.99,78.85,0.49,124,0,0
26/04/2026,22:38:58,30.99,78.82,0.48,122,0,0
26/04/2026,22:40:58,30.98,78.87,0.45,119,0,0
26/04/2026,22:42:58,30.97,78.93,0.43,116,0,0
26/04/2026,22:44:59,30.97,79.0,0.43,116,0,0
26/04/2026,22:46:59,30.96,78.97,0.41,114,0,0
26/04/2026,22:48:59,30.95,79.02,0.4,113,0,0
26/04/2026,22:50:59,30.94,79.03,0.45,119,0,0
26/04/2026,22:53:00,30.94,79.04,0.51,126,0,0
26/04/2026,22:55:00,30.93,79.03,0.41,114,0,0
26/04/2026,22:57:00,30.92,79.08,0.46,120,0,0
26/04/2026,22:59:00,30.92,79.06,0.49,124,0,0
26/04/2026,23:01:01,30.91,79.08,0.49,124,0,0
26/04/2026,23:03:01,30.91,79.09,0.45,119,0,0
26/04/2026,23:05:02,30.9,79.12,0.47,121,0,0
26/04/2026,23:07:02,30.89,79.12,0.44,118,0,0
26/04/2026,23:09:02,30.89,79.12,0.42,115,0,0
26/04/2026,23:11:02,30.88,79.16,0.51,126,0,0
26/04/2026,23:13:02,30.87,79.17,0.44,118,0,0
26/04/2026,23:15:03,30.87,79.19,0.42,115,0,0
26/04/2026,23:17:03,30.86,79.2,0.42,115,0,0
26/04/2026,23:19:03,30.85,79.26,0.43,116,0,0
26/04/2026,23:21:03,30.84,79.33,0.45,119,0,0
26/04/2026,23:23:04,30.84,79.3,0.45,119,0,0
26/04/2026,23:25:04,30.83,79.27,0.62,138,0,0
26/04/2026,23:27:05,30.82,79.26,0.47,121,0,0
26/04/2026,23:29:04,30.81,79.25,0.52,127,0,0
26/04/2026,23:31:05,30.8,81.13,0.26,92,0,0
27/04/2026,09:54:44,29.87,82.52,0.1,59,0,0
27/04/2026,09:56:43,29.72,82.16,0.13,67,0,0
27/04/2026,09:58:43,29.62,82.04,0.15,72,0,0
27/04/2026,10:00:42,29.55,82.0,0.19,80,0,0
27/04/2026,10:02:43,29.51,81.28,0.14,69,0,0
27/04/2026,10:04:48,29.49,81.21,0.18,78,0,0
27/04/2026,10:06:46,29.48,81.04,0.14,69,0,0
27/04/2026,10:08:44,29.49,80.87,0.21,84,0,0
27/04/2026,10:10:44,29.5,80.66,0.23,87,0,0
27/04/2026,10:12:44,29.52,80.3,0.24,89,0,0
27/04/2026,10:14:44,29.54,79.92,0.21,84,0,0
27/04/2026,10:16:45,29.56,79.9,0.2,82,0,0
27/04/2026,10:18:45,29.59,79.84,0.2,82,0,0
27/04/2026,10:20:46,29.62,79.48,0.22,86,0,0
27/04/2026,10:22:46,29.65,78.88,0.16,74,0,0
27/04/2026,10:24:46,29.68,78.73,0.22,86,0,0
27/04/2026,10:26:46,29.7,78.43,0.21,84,0,0
27/04/2026,10:28:49,29.73,77.89,0.22,86,0,0
27/04/2026,10:30:47,29.76,77.58,0.21,84,0,0
27/04/2026,10:32:47,29.8,77.33,0.2,82,0,0
27/04/2026,10:34:47,29.83,77.16,0.18,78,0,0
27/04/2026,10:36:48,29.87,77.08,0.22,86,0,0
27/04/2026,10:38:48,29.9,77.13,0.23,87,0,0
27/04/2026,10:40:47,29.94,77.09,0.23,87,0,0
27/04/2026,10:42:48,29.97,76.88,0.17,76,0,0
27/04/2026,10:44:48,29.99,77.6,0.21,84,0,0
27/04/2026,10:46:49,30.04,78.51,0.19,80,0,0
27/04/2026,10:48:48,30.08,79.12,0.19,80,0,0
27/04/2026,10:50:49,30.11,79.59,0.2,82,0,0
27/04/2026,10:52:50,30.15,79.88,0.17,76,0,0
27/04/2026,10:54:49,30.17,80.02,0.26,92,0,0
27/04/2026,10:56:50,30.2,80.54,0.17,76,0,0
27/04/2026,10:58:51,30.22,80.4,0.23,87,0,0
27/04/2026,11:00:54,30.24,80.45,0.21,84,0,0
27/04/2026,11:02:51,30.26,80.79,0.2,82,0,0
27/04/2026,11:04:51,30.28,80.75,0.18,78,0,0
27/04/2026,11:06:55,30.3,80.78,0.2,82,0,0
27/04/2026,11:08:53,30.33,80.66,0.18,78,0,0
27/04/2026,11:10:55,30.35,80.3,0.25,91,0,0
27/04/2026,11:12:52,30.37,80.47,0.18,78,0,0
27/04/2026,11:14:52,30.38,80.43,0.23,87,0,0
27/04/2026,11:16:52,30.4,80.31,0.23,87,0,0
27/04/2026,11:18:52,30.42,80.25,0.21,84,0,0
27/04/2026,11:20:56,30.43,80.25,0.22,86,0,0
27/04/2026,11:22:54,30.44,80.25,0.21,84,0,0
27/04/2026,11:24:53,30.46,80.13,0.23,87,0,0
27/04/2026,11:26:53,30.48,80.11,0.18,78,0,0
27/04/2026,11:28:54,30.49,80.12,0.21,84,0,0
27/04/2026,11:30:54,30.51,80.05,0.25,91,0,0
27/04/2026,11:32:55,30.52,79.78,0.31,100,0,0
27/04/2026,11:34:55,30.54,79.8,0.22,86,0,0
27/04/2026,11:36:55,30.56,79.73,0.2,82,0,0
27/04/2026,11:38:55,30.58,79.73,0.22,86,0,0
27/04/2026,11:40:55,30.59,79.74,0.25,91,0,0
27/04/2026,11:42:55,30.61,79.52,0.21,84,0,0
27/04/2026,11:44:58,30.63,79.63,0.22,86,0,0
27/04/2026,11:46:57,30.64,79.62,0.21,84,0,0
27/04/2026,11:48:57,30.66,79.57,0.27,94,0,0
27/04/2026,11:50:57,30.67,79.57,0.24,89,0,0
27/04/2026,11:52:57,30.68,79.44,0.22,86,0,0
27/04/2026,11:54:58,30.69,79.25,0.2,82,0,0
27/04/2026,11:56:58,30.7,79.2,0.23,87,0,0
27/04/2026,11:58:58,30.71,79.15,0.26,92,0,0
27/04/2026,12:00:58,30.73,78.95,0.23,87,0,0
27/04/2026,12:03:00,30.74,78.99,0.24,89,0,0
27/04/2026,12:04:59,30.76,78.97,0.24,89,0,0
27/04/2026,12:06:59,30.77,78.91,0.21,84,0,0
27/04/2026,12:09:01,30.78,78.93,0.34,105,0,0
27/04/2026,12:11:01,30.78,78.94,0.32,102,0,0
27/04/2026,12:13:01,30.79,78.96,0.29,97,0,0
27/04/2026,12:15:02,30.8,78.86,0.2,82,0,0
27/04/2026,12:17:01,30.81,78.79,0.17,76,0,0
27/04/2026,12:19:03,30.82,79.01,0.24,89,0,0
27/04/2026,12:21:01,30.82,79.12,0.23,87,0,0
27/04/2026,12:23:04,30.83,79.07,0.2,82,0,0
27/04/2026,12:25:03,30.84,79.08,0.21,84,0,0
27/04/2026,12:27:02,30.84,79.18,0.24,89,0,0
27/04/2026,12:29:02,30.84,79.14,0.29,97,0,0
27/04/2026,12:31:04,30.84,79.32,0.21,84,0,0
27/04/2026,12:33:03,30.85,79.29,0.2,82,0,0
27/04/2026,12:35:03,30.84,79.37,0.22,86,0,0
27/04/2026,12:37:04,30.83,79.35,0.21,84,0,0
27/04/2026,12:39:04,30.83,79.46,0.22,86,0,0
27/04/2026,12:41:04,30.82,79.57,0.31,100,0,0
27/04/2026,12:43:04,30.82,79.68,0.3,99,0,0
27/04/2026,12:45:07,30.83,79.98,0.23,87,0,0
27/04/2026,12:47:05,30.82,79.99,0.28,96,0,0
27/04/2026,12:49:06,30.81,80.43,0.27,94,0,0
27/04/2026,12:51:06,30.8,81.01,0.31,100,0,0
27/04/2026,12:53:06,30.79,81.32,0.34,105,0,0
27/04/2026,12:55:08,30.78,81.64,0.28,96,0,0
27/04/2026,12:57:07,30.77,81.74,0.28,96,0,0
27/04/2026,12:59:09,30.76,81.68,0.29,97,0,0
27/04/2026,13:01:08,30.75,82.05,0.25,91,0,0
27/04/2026,13:03:08,30.74,82.31,0.25,91,0,0
27/04/2026,13:05:09,30.73,82.56,0.26,92,0,0
27/04/2026,13:07:09,30.72,82.68,0.29,97,0,0
27/04/2026,13:09:09,30.71,82.4,0.25,91,0,0
27/04/2026,13:11:10,30.7,82.39,0.29,97,0,0
